date,marketCap,open,close
2026-01-11,1331996735,4001.44
2026-01-04,1324680389,3978.78
2025-12-28,1348537895,4060.07
2025-12-21,1361019497,4244.67
2025-12-14,1240344370,4043.19
2025-12-07,1169110996,3914.87
2025-11-30,1107376805,3778.58
2025-11-23,1073403442,3694.12
2025-11-16,1051732118,3644.58
2025-11-09,1035336439,3603.13
2025-11-02,975273796,3461.77
2025-10-26,946162112,3358.98
2025-10-19,945390027,3326.83
2025-10-12,962354633,3386.18
2025-10-05,952413920,3362.13
2025-09-28,942942486,3346.76
2025-09-21,944792360,3353.1
2025-09-14,940271155,3355.99
2025-09-07,931576793,3334.49
2025-08-31,900852971,3319.69
2025-08-24,874607915,3407.12
2025-08-17,842224499,3426.87
2025-08-10,803271882,3346.55
2025-08-03,796314925,3398.17
2025-07-27,801986148,3359.57
2025-07-20,774194337,3238.5
2025-07-13,779485054,3246.2
2025-07-06,776491001,3347.42
2025-06-29,785677884,3340.25
2025-06-22,775990919,3368.8
2025-06-15,731275727,3244.67
2025-06-08,665118285,2999.02
2025-06-01,674995382,3108.33
2025-05-25,653564262,3054.42
2025-05-18,633580499,3000.66
2025-05-11,614566565,2933.82
2025-05-04,600020446,2871.22
2025-04-27,616046255,2968.21
2025-04-20,597579579,2903.08
2025-04-13,597830013,2901.42
2025-04-06,571257091,2822.98
2025-03-30,560088431,2753.69
2025-03-23,536407067,2670.3
2025-03-16,539541795,2698.7
2025-03-09,527771366,2645.03
2025-03-02,526171484,2645.49
2025-02-23,520605294,2619.2
2025-02-16,527111096,2652.9
2025-02-09,522748657,2640.29
2025-02-02,524822394,2651.9
2025-01-26,540008561,2732.68
2025-01-19,509251368,2582.5
2025-01-12,526835588,2663.49
2025-01-05,541926095,2747.12
2024-12-29,538219812,2746.65
2024-12-22,531648486,2741.3
2024-12-15,515522752,2663.56
2024-12-08,514072873,2677.47
2024-12-01,509275581,2663.7
2024-11-24,500680623,2619.71
2024-11-17,490277606,2581.48
2024-11-10,470706727,2494.61
2024-11-03,470078318,2493.46
2024-10-27,473511677,2509.93
2024-10-20,469590643,2499.3
2024-10-13,455594431,2431.59
2024-10-06,457687235,2442.37
2024-09-29,447819504,2395.13
2024-09-22,446162071,2410.94
2024-09-15,441939226,2389.86
2024-09-08,436009539,2352.27
2024-09-01,428488300,2307.38
2024-08-25,429411643,2310.58
2024-08-18,432044081,2323.94
2024-08-11,426621364,2309.88
2024-08-04,429638572,2331.35
2024-07-28,432082648,2348.93
2024-07-21,443831927,2411.21
2024-07-14,431547481,2341.63
2024-07-07,422050453,2286.01
2024-06-30,433114015,2351.87
2024-06-23,435850958,2375.23
2024-06-16,437239979,2393.5
2024-06-09,420407945,2289.94
2024-06-02,407533985,2219.56
2024-05-26,397348751,2159.79
2024-05-19,393969425,2129.26
2024-05-12,400906717,2140.52
2024-05-05,392244012,2023.12
2024-04-28,405190604,2007.96
2024-04-21,406794785,1991.01
2024-04-14,410987209,2005.76
2024-04-07,416602316,2019.88
2024-03-31,417624243,2006.87
2024-03-24,419990243,2006.02
2024-03-17,425568360,2014.05
2024-03-10,427232438,2020.8
2024-03-03,438656879,2025.8
2024-02-25,449112473,2027.82
2024-02-18,447603566,1996.82
2024-02-11,453287742,1990.07
2024-02-04,482291940,2083.88
2024-01-28,462049013,1984.14
2024-01-21,457934198,1958.04
2024-01-14,457346812,1920.39
2024-01-07,474474227,1953.5
2023-12-31,487831161,1980.42
2023-12-24,489225536,1968.87
2023-12-17,476855909,1917.12
2023-12-10,463866287,1865.68
2023-12-03,462720656,1866.87
2023-11-26,474086238,1913.09
2023-11-19,474199027,1910.42
2023-11-12,472813337,1897.89
2023-11-05,477816979,1916.8
2023-10-29,473267707,1900.26
2023-10-22,467055023,1875.29
2023-10-15,473224173,1905.76
2023-10-08,481555875,1937.93
2023-10-01,483454287,1946.62
2023-09-24,482717891,1932.07
2023-09-17,485201502,1927.08
2023-09-10,481858055,1903.02
2023-09-03,482203934,1897.31
2023-08-27,485292714,1905.34
2023-08-20,493111587,1926.55
2023-08-13,495276297,1917.96
2023-08-06,513519056,1949.34
2023-07-30,517124952,1962.69
2023-07-23,522656299,1989.29
2023-07-16,528452976,2018.11
2023-07-09,526145072,2018.83
2023-07-02,520594359,1997.44
2023-06-25,514442867,1975.66
2023-06-18,520911474,2017.46
2023-06-11,519250071,2020.01
2023-06-04,506941607,1972.44
2023-05-28,508214642,1986.84
2023-05-21,506969757,1980.81
2023-05-14,480462426,1917.1
2023-05-07,464621827,1848.7
2023-04-30,452634967,1797.3
2023-04-23,460191742,1822.11
2023-04-16,491828288,1830.7
2023-04-09,496953986,1859.2
