date,marketCap
2020-10-05,172843352
2020-09-28,173341577
2020-09-21,178419098
2020-09-14,195761558
2020-09-07,194001419
2020-08-31,245179308
2020-08-24,254064963
2020-08-17,268391141
2020-08-10,226359277
2020-08-03,221496488
2020-07-27,202903125
2020-07-20,191257405
2020-07-13,202767736
2020-07-06,187066840
2020-06-29,179492339
2020-06-22,196166019
2020-06-15,184038916
2020-06-08,196754903
2020-06-01,190208319
2020-05-25,166787983
2020-05-18,148473616
2020-05-11,139893351
2020-05-04,159392063
2020-04-27,136126252
2020-04-20,128597486
2020-04-13,130590284
2020-04-06,128010790
2020-03-30,117997981
2020-03-23,115473741
2020-03-16,137966129
2020-03-09,168693161
2020-03-02,116018339
2020-02-24,141808273
2020-02-17,169351121
2020-02-10,61936129
2020-02-03,36869018
2020-01-27,24201001
2020-01-20,21776598
2020-01-13,21327324
2020-01-06,22405750
2019-12-30,19803815
2019-12-23,19322092
2019-12-16,22115367
2019-12-09,26021073
2019-12-02,25135948
2019-11-25,23467178
2019-11-18,28471609
2019-11-11,28525415
2019-11-04,29595582
2019-10-28,25495880
2019-10-21,23515393
2019-10-14,21167879
2019-10-07,24198773
2019-09-30,23060906
2019-09-23,69517034
