date,marketCap,open,close
2026-04-06,1171624337,3.41
2026-03-30,1102499309,3.21
2026-03-23,952506841,2.64
2026-03-16,1002845889,2.9
2026-03-09,874106919,2.53
2026-03-02,834954074,2.41
2026-02-23,848683112,2.47
2026-02-16,930679116,2.7
2026-02-09,955091125,2.77
2026-02-02,968796905,2.81
2026-01-26,892849300,2.59
2026-01-19,1064536553,3.08
2026-01-12,934637329,2.71
2026-01-05,829408455,2.4
2025-12-29,785365489,2.27
2025-12-22,741358699,2.31
2025-12-15,647633848,2.02
2025-12-08,744018934,2.31
2025-12-01,738570096,2.29
2025-11-24,766967238,2.38
2025-11-17,755063686,2.35
2025-11-10,750472925,2.26
2025-11-03,804538558,2.42
2025-10-27,611695810,1.92
2025-10-20,648029664,2.01
2025-10-13,564631910,1.95
2025-10-06,555409441,1.88
2025-09-29,478523432,1.62
2025-09-22,596235964,1.98
2025-09-15,786899321,2.61
2025-09-08,524460613,1.78
2025-09-01,439636219,1.52
2025-08-25,613024006,2.11
2025-08-18,722610046,2.49
2025-08-11,836740808,2.8
2025-08-04,505564572,1.73
2025-07-28,484030156,1.64
2025-07-21,578708245,1.99
2025-07-14,642069087,2.16
2025-07-07,668809155,2.29
2025-06-30,839709728,2.82
2025-06-23,733095740,2.52
2025-06-16,690608741,2.32
2025-06-09,973659487,3.37
2025-06-02,1230424500,4.21
2025-05-26,869534384,3.04
2025-05-19,757915659,2.61
2025-05-12,526614609,1.87
2025-05-05,567096957,2
2025-04-28,446955186,1.61
2025-04-21,498470342,1.77
2025-04-14,544522339,1.98
2025-04-07,509382460,1.82
2025-03-31,514882950,1.88
2025-03-24,590245739,2.13
2025-03-17,524478931,1.94
2025-03-10,484499595,1.78
2025-03-03,430520025,1.62
2025-02-24,446922705,1.66
2025-02-17,513990379,1.96
2025-02-10,399133156,1.63
2025-02-03,364587165,1.53
2025-01-27,380121393,1.57
2025-01-20,449976736,1.95
2025-01-13,491835876,2.09
2025-01-06,520911474,1.94
2024-12-30,469523594,1.72
2024-12-23,572289484,2.15
2024-12-16,587672067,2.18
2024-12-09,674060898,2.53
2024-12-02,734724555,2.7
2024-11-25,689122513,2.59
2024-11-18,793089508,2.94
2024-11-11,677900151,2.59
2024-11-04,692193959,2.59
2024-10-28,711463975,2.72
2024-10-21,715716618,2.73
2024-10-14,726282878,2.91
2024-10-07,716934541,2.83
2024-09-30,968982690,3.92
2024-09-23,1160811149,4.63
2024-09-16,1028063817,4.18
2024-09-09,1052757914,4.23
2024-09-02,973222088,4.01
2024-08-26,802693278,3.32
2024-08-19,740161046,3.13
2024-08-12,666537877,2.77
2024-08-05,588530656,2.53
2024-07-29,619548468,2.43
2024-07-22,630646437,2.55
2024-07-15,690191672,2.73
2024-07-08,705347518,2.86
2024-07-01,711649388,2.86
2024-06-24,848954390,3.48
2024-06-17,765903176,2.84
2024-06-10,591099894,2.23
2024-06-03,650333276,2.49
2024-05-27,551419960,2.35
2024-05-20,549493753,2.34
2024-05-13,587339181,2.52
2024-05-06,497658429,2.18
2024-04-29,557150622,2.38
2024-04-22,285466954,1.24
2024-04-15,254188580,1.12
2024-04-08,256318282,1.14
2024-04-01,262983804,1.18
2024-03-25,270264160,1.19
2024-03-18,255646054,1.14
2024-03-11,264544076,1.18
2024-03-04,271865950,1.23
2024-02-26,276168133,1.23
2024-02-19,282186450,1.27
2024-02-12,291949478,1.32
2024-02-05,314045466,1.47
2024-01-29,314843263,1.49
2024-01-22,325416188,1.5
2024-01-15,322113989,1.53
2024-01-08,313843946,1.5
2024-01-01,310514236,1.46
2023-12-25,331525754,1.58
2023-12-18,343629093,1.61
2023-12-11,292665558,1.4
2023-12-04,284908443,1.4
2023-11-27,362652983,1.74
2023-11-20,352557030,1.68
2023-11-13,363555521,1.81
2023-11-06,378791550,1.86
2023-10-30,415492934,2.06
2023-10-23,531836925,2.68
2023-10-16,642540859,3.35
2023-10-09,695119576,3.67
2023-10-02,687290232,3.67
2023-09-25,719807431,3.78
2023-09-18,699920341,3.75
2023-09-11,721629186,3.88
2023-09-04,688227307,3.68
2023-08-28,694566803,3.77
2023-08-21,774465422,4.05
2023-08-14,811834017,4.16
2023-08-07,708507066,4.18
2023-07-31,750794774,4.42
2023-07-24,702700339,4.12
2023-07-17,644440514,3.81
2023-07-10,624300118,3.73
2023-07-03,551489907,3.4
2023-06-26,522192114,3.16
2023-06-19,545264155,3.33
2023-06-12,563206903,3.47
2023-06-05,634201945,3.94
2023-05-29,645963917,4
2023-05-22,598378696,3.99
2023-05-15,558778288,3.8
2023-05-08,588280521,4
2023-05-01,696578623,4.79
2023-04-24,699521066,4.72
2023-04-17,655102251,4.47
2023-04-10,653661341,4.59
2023-04-03,659449201,4.56
2023-03-27,651985069,4.58
2023-03-20,654101114,4.6
2023-03-13,607280760,4.27
2023-03-06,640993511,4.52
2023-02-27,582036277,4.12
2023-02-20,551331858,3.82
2023-02-13,568408712,3.95
2023-02-06,699969015,4.26
2023-01-30,632617924,4.39
2023-01-23,582247958,3.97
2023-01-16,505542171,3.42
2023-01-09,468350049,3.23
2023-01-02,449201512,3.12
2022-12-26,441867687,3.09
2022-12-19,502582489,3.32
2022-12-12,450539189,3.01
2022-12-05,586166344,3.88
2022-11-28,747270856,4.38
2022-11-21,822952800,4.46
2022-11-14,1456547777,4.85
2022-11-07,1391953365,4.69
2022-10-31,2077507974,7
2022-10-24,2248130902,7.73
2022-10-17,2718178078,9.29
2022-10-10,2403315031,8.39
2022-10-03,2485768730,8.7
2022-09-26,2733136151,9.69
2022-09-19,2251528824,8.04
2022-09-12,1747704007,6.28
2022-09-05,1594891826,5.77
2022-08-29,1676437585,6.1
2022-08-22,1699240549,6.24
2022-08-15,1997166473,7.37
2022-08-08,2163525770,8.04
2022-08-01,2201180135,8.24
2022-07-25,1955096631,7.41
2022-07-18,2135252854,8.17
2022-07-11,3130253751,12.05
2022-07-04,2764056492,10.75
2022-06-27,3159360379,12.35
2022-06-20,3247331235,12.83
2022-06-13,3141760927,12.53
2022-06-06,2874512176,11.58
2022-05-30,2712380674,11.12
2022-05-23,3308909313,13.48
2022-05-16,3749840435,15.36
2022-05-09,4426518743,18.34
2022-05-02,4850542613,20.22
2022-04-25,4209653072,17.69
2022-04-18,4612535781,19.61
2022-04-11,4530304877,19.5
2022-04-04,4292477256,18.62
2022-03-28,4499795053,19.7
2022-03-21,4210133861,18.67
2022-03-14,5105426105,22.85
