date,marketCap,open,close
2026-01-15,1271943835,1.1
2026-01-08,1389553569,1.1
2026-01-01,1049754697,1.1
2025-12-25,363769420,1.098
2025-12-18,376236468,1.098
2025-12-11,354071722,undefined
