date,marketCap,open,close
2026-01-05,1288361102,0.999931
2025-12-29,1138565252,0.999811
2025-12-22,1138373335,0.999487
2025-12-15,1138802920,0.999989
2025-12-08,1138168331,0.999887
2025-12-01,1138537979,0.999599
2025-11-24,1048771042,0.999735
2025-11-17,1048413370,0.999441
2025-11-10,1047845430,0.999555
2025-11-03,1048354147,0.99988
2025-10-27,1049043212,0.999955
2025-10-20,1049455418,1.001
2025-10-13,998874719,1
2025-10-06,999271639,0.999993
2025-09-29,1000141341,1.001
2025-09-22,998807351,0.9994
2025-09-15,998025480,1
2025-09-08,999162261,0.999923
2025-09-01,998469078,0.99937
2025-08-25,998847599,0.999743
2025-08-18,998706892,0.99977
2025-08-11,999044312,0.999998
2025-08-04,998963294,1
2025-07-28,999233211,1.001
2025-07-21,898324933,0.99921
2025-07-14,898648177,0.997213
2025-07-07,898805402,0.999831
2025-06-30,898933717,1
2025-06-23,898933717,1
2025-06-16,848739486,0.999685
2025-06-09,849137585,1
2025-06-02,847669578,1
2025-05-26,749847450,1.001
2025-05-19,748894394,0.999498
2025-05-12,748151276,0.999106
2025-05-05,700183424,1.001
