date,coin,marketCap
2022-11-13,Ethereum,151059842003
2022-11-06,Ethereum,196264485042
2022-10-30,Ethereum,195052502986
2022-10-23,Ethereum,158365108378
2022-10-16,Ethereum,156801885520
2022-10-09,Ethereum,159083423930
2022-10-02,Ethereum,158410068981
2022-09-25,Ethereum,159030822515
2022-09-18,Ethereum,177299639477
2022-09-11,Ethereum,214315849499
2022-09-04,Ethereum,187266246295
2022-08-28,Ethereum,179887478327
2022-08-21,Ethereum,189621068133
2022-08-14,Ethereum,237972056307
2022-08-07,Ethereum,203417937064
2022-07-31,Ethereum,203433082402
2022-07-24,Ethereum,185766674503
2022-07-17,Ethereum,161839496479
2022-07-10,Ethereum,145667751204
2022-07-03,Ethereum,127772810161
2022-06-26,Ethereum,150822450290
2022-06-19,Ethereum,120148911164
2022-06-12,Ethereum,185302828002
2022-06-05,Ethereum,217832477905
2022-05-29,Ethereum,217791356993
2022-05-22,Ethereum,239102942425
2022-05-15,Ethereum,249319115268
2022-05-08,Ethereum,319030900104
2022-05-01,Ethereum,330211251741
2022-04-24,Ethereum,354358143095
2022-04-17,Ethereum,369787917597
2022-04-10,Ethereum,392551461531
2022-04-03,Ethereum,413595262456
2022-03-27,Ethereum,377825418684
2022-03-20,Ethereum,353770129279
2022-03-13,Ethereum,309539252975
2022-03-06,Ethereum,319334318241
2022-02-27,Ethereum,332645349330
2022-02-20,Ethereum,330814655802
2022-02-13,Ethereum,347517755314
2022-02-06,Ethereum,361600442694
2022-01-30,Ethereum,310059710546
2022-01-23,Ethereum,286799916367
2022-01-16,Ethereum,396899234937
2022-01-09,Ethereum,369734313551
2022-01-02,Ethereum,449804685411
2021-12-26,Ethereum,488792890035
2021-12-19,Ethereum,471195598700
2021-12-12,Ethereum,484278596803
2021-12-05,Ethereum,485429065737
2021-11-28,Ethereum,483997326749
2021-11-21,Ethereum,524536655945
2021-11-14,Ethereum,551228905630
2021-11-07,Ethereum,534139628778
2021-10-31,Ethereum,511066583044
2021-10-24,Ethereum,493125402509
2021-10-17,Ethereum,453064999520
2021-10-10,Ethereum,421836191767
2021-10-03,Ethereum,399455864988
2021-09-26,Ethereum,347010586156
2021-09-19,Ethereum,403306688200
2021-09-12,Ethereum,383321475836
2021-09-05,Ethereum,456929768632
2021-08-29,Ethereum,380750077081
2021-08-22,Ethereum,378500212583
2021-08-15,Ethereum,383333523376
2021-08-08,Ethereum,368235028078
2021-08-01,Ethereum,297505707149
2021-07-25,Ethereum,255023351845
2021-07-18,Ethereum,221838551363
2021-07-11,Ethereum,247860822594
2021-07-04,Ethereum,259079167730
2021-06-27,Ethereum,209989265221
2021-06-20,Ethereum,253396709039
2021-06-13,Ethereum,278223731471
2021-06-06,Ethereum,302743417252
2021-05-30,Ethereum,268672927561
2021-05-23,Ethereum,268503273693
2021-05-16,Ethereum,425715131137
2021-05-09,Ethereum,450716254203
2021-05-02,Ethereum,340730211564
2021-04-25,Ethereum,258340689900
2021-04-18,Ethereum,271060261617
2021-04-11,Ethereum,246336623343
2021-04-04,Ethereum,233519912235
2021-03-28,Ethereum,197943394050
2021-03-21,Ethereum,209455699203
2021-03-14,Ethereum,222405459431
2021-03-07,Ethereum,191505024384
2021-02-28,Ethereum,167833687528
2021-02-21,Ethereum,221404545098
2021-02-14,Ethereum,207890872555
2021-02-07,Ethereum,192164042319
2021-01-31,Ethereum,157410718624
2021-01-24,Ethereum,140773242457
2021-01-17,Ethereum,141369013157
2021-01-10,Ethereum,147397891906
2021-01-03,Ethereum,88595346036
2020-12-27,Ethereum,72391403991
2020-12-20,Ethereum,75092677592
2020-12-13,Ethereum,64655118180
2020-12-06,Ethereum,67764042949
2020-11-29,Ethereum,61290956964
2020-11-22,Ethereum,62062910159
2020-11-15,Ethereum,52476765553
2020-11-08,Ethereum,49463138492
2020-11-01,Ethereum,43692767478
2020-10-25,Ethereum,46625376045
2020-10-18,Ethereum,41654901940
2020-10-11,Ethereum,41919449520
2020-10-04,Ethereum,39098719407
2020-09-27,Ethereum,39946698188
2020-09-20,Ethereum,43455110863
2020-09-13,Ethereum,43393172174
2020-09-06,Ethereum,37655618254
2020-08-30,Ethereum,44884412905
2020-08-23,Ethereum,44454504741
2020-08-16,Ethereum,48462771179
2020-08-09,Ethereum,43821378073
2020-08-02,Ethereum,43411673380
2020-07-26,Ethereum,34136825750
2020-07-19,Ethereum,26352655622
2020-07-12,Ethereum,26712364780
2020-07-05,Ethereum,25572481116
2020-06-28,Ethereum,24650756780
2020-06-21,Ethereum,25501270877
2020-06-14,Ethereum,26503078976
2020-06-07,Ethereum,26923196534
2020-05-31,Ethereum,27012940828
2020-05-24,Ethereum,22943289960
2020-05-17,Ethereum,22256509489
2020-05-10,Ethereum,23328821609
2020-05-03,Ethereum,23700169401
2020-04-26,Ethereum,21449928672
2020-04-19,Ethereum,20686869606
2020-04-12,Ethereum,17489565909
2020-04-05,Ethereum,15898519074
2020-03-29,Ethereum,14468066255
2020-03-22,Ethereum,14575207631
2020-03-15,Ethereum,13505998666
2020-03-08,Ethereum,26199142580
2020-03-01,Ethereum,24105658619
2020-02-23,Ethereum,28657670954
2020-02-16,Ethereum,28909877146
2020-02-09,Ethereum,24478412143
2020-02-02,Ethereum,20079997943
2020-01-26,Ethereum,17587666193
2020-01-19,Ethereum,19138755595
2020-01-12,Ethereum,15564837468
2020-01-05,Ethereum,14636213160
2019-12-29,Ethereum,13985982758
2019-12-22,Ethereum,13835225942
2019-12-15,Ethereum,15443355857
2019-12-08,Ethereum,16002334420
2019-12-01,Ethereum,16526371129
2019-11-24,Ethereum,16542855739
2019-11-17,Ethereum,19844844655
2019-11-10,Ethereum,20084569101
2019-11-03,Ethereum,19859708138
2019-10-27,Ethereum,19404848952
2019-10-20,Ethereum,18584020382
2019-10-13,Ethereum,19456204703
2019-10-06,Ethereum,19009613626
2019-09-29,Ethereum,18778305331
2019-09-22,Ethereum,23241002834
2019-09-15,Ethereum,20297648873
2019-09-08,Ethereum,19145726417
2019-09-01,Ethereum,18507223778
2019-08-25,Ethereum,20497351304
2019-08-18,Ethereum,19947175523
2019-08-11,Ethereum,22164896130
2019-08-04,Ethereum,23728815860
2019-07-28,Ethereum,22113111388
2019-07-21,Ethereum,24370718738
2019-07-14,Ethereum,28810921296
2019-07-07,Ethereum,30937887122
2019-06-30,Ethereum,34306768611
2019-06-23,Ethereum,33084459418
2019-06-16,Ethereum,28555069615
2019-06-09,Ethereum,26034305602
2019-06-02,Ethereum,28173804953
2019-05-26,Ethereum,26638407047
2019-05-19,Ethereum,24992104363
2019-05-12,Ethereum,21127886686
2019-05-05,Ethereum,17251245249
2019-04-28,Ethereum,16729345051
2019-04-21,Ethereum,18306343766
2019-04-14,Ethereum,17327865226
2019-04-07,Ethereum,17431813826
2019-03-31,Ethereum,15005382590
2019-03-24,Ethereum,14458951513
2019-03-17,Ethereum,14864545412
2019-03-10,Ethereum,14428962252
2019-03-03,Ethereum,13922485507
2019-02-24,Ethereum,16550258315
2019-02-17,Ethereum,12903776985
2019-02-10,Ethereum,12520670866
2019-02-03,Ethereum,11387807226
2019-01-27,Ethereum,12061900817
2019-01-20,Ethereum,12841756778
2019-01-13,Ethereum,12909473759
2019-01-06,Ethereum,16018302447
2018-12-30,Ethereum,14676638051
2018-12-23,Ethereum,11930676648
2018-12-16,Ethereum,8697750641
2018-12-09,Ethereum,9437707619
2018-12-02,Ethereum,12257640967
2018-11-25,Ethereum,11817983686
2018-11-18,Ethereum,18140877472
2018-11-11,Ethereum,21899054777
2018-11-04,Ethereum,20607885132
2018-10-28,Ethereum,20895701369
2018-10-21,Ethereum,21245961050
2018-10-14,Ethereum,20618468438
2018-10-07,Ethereum,23047878587
2018-09-30,Ethereum,23704835591
2018-09-23,Ethereum,24698456681
2018-09-16,Ethereum,22752839429
2018-09-09,Ethereum,20053781148
2018-09-02,Ethereum,30072245776
2018-08-26,Ethereum,28227624888
2018-08-19,Ethereum,29731648689
2018-08-12,Ethereum,32133841450
2018-08-05,Ethereum,41145986285
2018-07-29,Ethereum,47046915978
2018-07-22,Ethereum,46191354520
2018-07-15,Ethereum,43478040809
2018-07-08,Ethereum,48417457589
2018-07-01,Ethereum,45125931777
2018-06-24,Ethereum,47422371815
2018-06-17,Ethereum,49365820389
2018-06-10,Ethereum,58097979895
2018-06-03,Ethereum,58214660996
2018-05-27,Ethereum,57866488202
2018-05-20,Ethereum,68270520549
2018-05-13,Ethereum,67905759627
2018-05-06,Ethereum,80104681673
2018-04-29,Ethereum,66660769651
2018-04-22,Ethereum,59405441433
2018-04-15,Ethereum,48928578122
2018-04-08,Ethereum,37838661360
2018-04-01,Ethereum,39000868214
2018-03-25,Ethereum,51114768973
2018-03-18,Ethereum,55031620530
2018-03-11,Ethereum,67198010841
2018-03-04,Ethereum,82708301724
2018-02-25,Ethereum,81068136132
2018-02-18,Ethereum,94190008583
2018-02-11,Ethereum,83330877020
2018-02-04,Ethereum,91725607014
2018-01-28,Ethereum,120356395893
2018-01-21,Ethereum,102337202453
2018-01-14,Ethereum,136747164704
2018-01-07,Ethereum,110167827719
2017-12-31,Ethereum,74906560028
2017-12-24,Ethereum,66252429576
2017-12-17,Ethereum,70249967413
2017-12-10,Ethereum,42998769813
2017-12-03,Ethereum,44394413397
2017-11-26,Ethereum,45011721610
2017-11-19,Ethereum,33870265876
2017-11-12,Ethereum,30062176933
2017-11-05,Ethereum,28426818647
2017-10-29,Ethereum,28978234226
2017-10-22,Ethereum,28638437009
2017-10-15,Ethereum,31903683068
2017-10-08,Ethereum,29175396937
2017-10-01,Ethereum,28442001971
2017-09-24,Ethereum,26609714675
2017-09-17,Ethereum,23638636295
2017-09-10,Ethereum,27681278352
2017-09-03,Ethereum,33037915918
2017-08-27,Ethereum,32370755160
2017-08-20,Ethereum,27786029858
2017-08-13,Ethereum,27926704138
2017-08-06,Ethereum,24697194959
2017-07-30,Ethereum,18472631835
2017-07-23,Ethereum,21198900249
2017-07-16,Ethereum,14603949936
2017-07-09,Ethereum,22243889411
2017-07-02,Ethereum,26603794019
2017-06-25,Ethereum,26727797729
2017-06-18,Ethereum,33285012839
2017-06-11,Ethereum,31517336371
2017-06-04,Ethereum,22815254965
2017-05-28,Ethereum,15857470558
2017-05-21,Ethereum,13648265758
2017-05-14,Ethereum,8250106526
2017-05-07,Ethereum,8202729259
2017-04-30,Ethereum,7277893964
2017-04-23,Ethereum,4604950658
2017-04-16,Ethereum,4421737498
2017-04-09,Ethereum,4001279550
2017-04-02,Ethereum,null
2017-03-26,Ethereum,4511139438
2017-03-19,Ethereum,3964282981
2017-03-12,Ethereum,2071872696
2017-03-05,Ethereum,1722225376
2017-02-26,Ethereum,1298504264
2017-02-19,Ethereum,1137511956
2017-02-12,Ethereum,1008457061
2017-02-05,Ethereum,996031546
2017-01-29,Ethereum,921810453
2017-01-22,Ethereum,947279385
2017-01-15,Ethereum,860534323
2017-01-08,Ethereum,900645822
2017-01-01,Ethereum,705615195
2016-12-25,Ethereum,629516509
2016-12-18,Ethereum,683897440
2016-12-11,Ethereum,713308213
2016-12-04,Ethereum,646883449
2016-11-27,Ethereum,769442732
2016-11-20,Ethereum,821098057
2016-11-13,Ethereum,868826185
2016-11-06,Ethereum,935993553
2016-10-30,Ethereum,956201949
2016-10-23,Ethereum,1017581342
2016-10-16,Ethereum,1014551966
2016-10-09,Ethereum,1020207839
2016-10-02,Ethereum,1116158963
2016-09-25,Ethereum,1100233097
2016-09-18,Ethereum,1040236011
2016-09-11,Ethereum,972702164
2016-09-04,Ethereum,975664138
2016-08-28,Ethereum,910522227
2016-08-21,Ethereum,928118646
2016-08-14,Ethereum,934377928
2016-08-07,Ethereum,903742756
2016-07-31,Ethereum,979546057
2016-07-24,Ethereum,1053890907
2016-07-17,Ethereum,928781023
2016-07-10,Ethereum,896985032
2016-07-03,Ethereum,965373888
2016-06-26,Ethereum,1127161866
2016-06-19,Ethereum,992977658
2016-06-12,Ethereum,1270814828
2016-06-05,Ethereum,1127904559
2016-05-29,Ethereum,997114649
2016-05-22,Ethereum,1143985931
2016-05-15,Ethereum,797447114
2016-05-08,Ethereum,760794312
2016-05-01,Ethereum,703213705
2016-04-24,Ethereum,634792415
2016-04-17,Ethereum,738147546
2016-04-10,Ethereum,695943784
2016-04-03,Ethereum,906254482
2016-03-27,Ethereum,814770808
2016-03-20,Ethereum,799245003
2016-03-13,Ethereum,1157819809
2016-03-06,Ethereum,850440220
2016-02-28,Ethereum,498424354
2016-02-21,Ethereum,359334418
2016-02-14,Ethereum,398234916
2016-02-07,Ethereum,226795324
2016-01-31,Ethereum,176275776
2016-01-24,Ethereum,163090025
2016-01-17,Ethereum,100866229
2016-01-10,Ethereum,77676005
2016-01-03,Ethereum,73864483
2015-12-27,Ethereum,65104496
2015-12-20,Ethereum,68305705
2015-12-13,Ethereum,72302484
2015-12-06,Ethereum,62850264
2015-11-29,Ethereum,65463343
2015-11-22,Ethereum,72276339
2015-11-15,Ethereum,68078326
2015-11-08,Ethereum,76839299
2015-11-01,Ethereum,78742733
2015-10-25,Ethereum,46895926
2015-10-18,Ethereum,38382124
2015-10-11,Ethereum,47026115
2015-10-04,Ethereum,49187272
2015-09-27,Ethereum,53028194
2015-09-20,Ethereum,68666556
2015-09-13,Ethereum,68673819
2015-09-06,Ethereum,94801707
2015-08-30,Ethereum,96321050
2015-08-23,Ethereum,98488001
2015-08-16,Ethereum,89480939
2015-08-09,Ethereum,80339475
2025-02-23,XRP,149186293144
2025-02-16,XRP,159697712641
2025-02-09,XRP,140105845432
2025-02-02,XRP,166457043070
2025-01-26,XRP,179333230200
2025-01-19,XRP,188798080041
2025-01-12,XRP,148073207239
2025-01-05,XRP,139171492627
2024-12-29,XRP,125229822421
2024-12-22,XRP,127675851842
2024-12-15,XRP,137201303559
2024-12-08,XRP,148089387444
2024-12-01,XRP,110604358349
2024-11-24,XRP,83300744233
2024-11-17,XRP,63977542701
2024-11-10,XRP,31836113891
2024-11-03,XRP,28985111560
2024-10-27,XRP,29112702064
2024-10-20,XRP,30867246080
2024-10-13,XRP,30564659259
2024-10-06,XRP,29950127382
2024-09-29,XRP,34786926384
2024-09-22,XRP,33764665009
2024-09-15,XRP,33606464240
2024-09-08,XRP,29548526637
2024-09-01,XRP,31833847987
2024-08-25,XRP,34491160674
2024-08-18,XRP,31773619166
2024-08-11,XRP,32874309915
2024-08-04,XRP,31148787376
2024-07-28,XRP,33461222351
2024-07-21,XRP,33275930800
2024-07-14,XRP,29438182787
2024-07-07,XRP,24994023728
2024-06-30,XRP,26253286527
2024-06-23,XRP,27053186981
2024-06-16,XRP,27264082625
2024-06-09,XRP,27387559598
2024-06-02,XRP,28713066172
2024-05-26,XRP,29989136001
2024-05-19,XRP,28809721079
2024-05-12,XRP,27983303338
2024-05-05,XRP,29279991658
2024-04-28,XRP,28641470303
2024-04-21,XRP,29130877515
2024-04-14,XRP,26528974004
2024-04-07,XRP,32626389672
2024-03-31,XRP,34096669845
2024-03-24,XRP,33955269548
2024-03-17,XRP,33052737666
2024-03-10,XRP,34079105233
2024-03-03,XRP,35177521995
2024-02-25,XRP,29739728495
2024-02-18,XRP,30027467151
2024-02-11,XRP,28547125061
2024-02-04,XRP,28262461862
2024-01-28,XRP,28828387671
2024-01-21,XRP,30063434426
2024-01-14,XRP,31184534024
2024-01-07,XRP,30806422996
2023-12-31,XRP,33656223192
2023-12-24,XRP,33512926248
2023-12-17,XRP,33443700108
2023-12-10,XRP,35536897266
2023-12-03,XRP,33412097804
2023-11-26,XRP,33526092371
2023-11-19,XRP,32803755885
2023-11-12,XRP,35652065674
2023-11-05,XRP,33072336738
2023-10-29,XRP,29196266319
2023-10-22,XRP,27829299624
2023-10-15,XRP,26002019503
2023-10-08,XRP,27853981891
2023-10-01,XRP,27482408020
2023-09-24,XRP,27009517835
2023-09-17,XRP,26545422601
2023-09-10,XRP,26738254792
2023-09-03,XRP,26418016540
2023-08-27,XRP,27646661776
2023-08-20,XRP,27477790032
2023-08-13,XRP,33093472878
2023-08-06,XRP,33126867546
2023-07-30,XRP,37568028661
2023-07-23,XRP,38460345133
2023-07-16,XRP,37484963831
2023-07-09,XRP,24583107111
2023-07-02,XRP,24715806336
2023-06-25,XRP,25448414760
2023-06-18,XRP,25005716436
2023-06-11,XRP,26595733464
2023-06-04,XRP,27029657255
2023-05-28,XRP,24551886084
2023-05-21,XRP,24377025881
2023-05-14,XRP,22111880538
2023-05-07,XRP,23817157947
2023-04-30,XRP,24729043164
2023-04-23,XRP,24522972209
2023-04-16,XRP,26973876117
2023-04-09,XRP,26189001074
2023-04-02,XRP,26419768893
2023-03-26,XRP,22901966241
2023-03-19,XRP,19170540663
2023-03-12,XRP,18618245861
2023-03-05,XRP,19125093150
2023-02-26,XRP,19283599327
2023-02-19,XRP,20036416118
2023-02-12,XRP,19569331798
2023-02-05,XRP,20949793893
2023-01-29,XRP,20794792978
2023-01-22,XRP,20511505868
2023-01-15,XRP,20080653280
2023-01-08,XRP,17420356238
2023-01-01,XRP,17121133958
2022-12-25,XRP,17779420196
2022-12-18,XRP,17909121465
2022-12-11,XRP,19506256517
2022-12-04,XRP,19674166664
2022-11-27,XRP,20049161327
2022-11-20,XRP,19448735815
2022-11-13,XRP,18371602318
2022-11-06,XRP,24797324783
2022-10-30,XRP,23467642103
2022-10-23,XRP,23214185275
2022-10-16,XRP,24366649109
2022-10-09,XRP,25751005672
2022-10-02,XRP,23685517250
2022-09-25,XRP,24456632305
2022-09-18,XRP,18707608412
2022-09-11,XRP,17817289843
2022-09-04,XRP,16401705686
2022-08-28,XRP,16685950202
2022-08-21,XRP,16734615067
2022-08-14,XRP,18621005139
2022-08-07,XRP,18005459547
2022-07-31,XRP,18686873330
2022-07-24,XRP,17373326657
2022-07-17,XRP,16916754131
2022-07-10,XRP,16689516862
2022-07-03,XRP,15299904570
2022-06-26,XRP,17775525052
2022-06-19,XRP,14954017806
2022-06-12,XRP,17379402376
2022-06-05,XRP,18982750749
2022-05-29,XRP,18709446112
2022-05-22,XRP,20075698416
2022-05-15,XRP,20788390701
2022-05-08,XRP,28191797296
2022-05-01,XRP,28276768859
2022-04-24,XRP,34027662046
2022-04-17,XRP,37740603800
2022-04-10,XRP,36744121559
2022-04-03,XRP,39816351313
2022-03-27,XRP,39989129614
2022-03-20,XRP,39379307066
2022-03-13,XRP,37752795221
2022-03-06,XRP,36199173076
2022-02-27,XRP,35942263896
2022-02-20,XRP,39561276268
2022-02-13,XRP,39120421789
2022-02-06,XRP,32145115972
2022-01-30,XRP,29445353884
2022-01-23,XRP,28567576974
2022-01-16,XRP,37238112156
2022-01-09,XRP,35742954145
2022-01-02,XRP,40453081982
2021-12-26,XRP,44106583972
2021-12-19,XRP,39207231523
2021-12-12,XRP,39548091762
2021-12-05,XRP,39946504041
2021-11-28,XRP,44336654043
2021-11-21,XRP,51889175238
2021-11-14,XRP,56293298557
2021-11-07,XRP,54193429675
2021-10-31,XRP,50566114767
2021-10-24,XRP,51425869927
2021-10-17,XRP,53515008800
2021-10-10,XRP,54500306203
2021-10-03,XRP,48624896673
2021-09-26,XRP,44234883872
2021-09-19,XRP,50095864483
2021-09-12,XRP,50064588773
2021-09-05,XRP,58328018008
2021-08-29,XRP,53420204732
2021-08-22,XRP,56683485420
2021-08-15,XRP,60003066119
2021-08-08,XRP,37894868456
2021-08-01,XRP,34822531550
2021-07-25,XRP,28269947664
2021-07-18,XRP,27109511266
2021-07-11,XRP,29048791927
2021-07-04,XRP,31138455875
2021-06-27,XRP,28325396042
2021-06-20,XRP,35221141670
2021-06-13,XRP,38569016787
2021-06-06,XRP,42302337683
2021-05-30,XRP,38784269250
2021-05-23,XRP,41860408304
2021-05-16,XRP,68002621654
2021-05-09,XRP,72020347234
2021-05-02,XRP,76025679530
2021-04-25,XRP,48871830052
2021-04-18,XRP,71413494679
2021-04-11,XRP,62809519330
2021-04-04,XRP,26697487988
2021-03-28,XRP,25186564703
2021-03-21,XRP,24299248758
2021-03-14,XRP,21131015891
2021-03-07,XRP,21217513031
2021-02-28,XRP,20027896981
2021-02-21,XRP,23657760930
2021-02-14,XRP,28721338583
2021-02-07,XRP,20205229009
2021-01-31,XRP,19215011545
2021-01-24,XRP,12353173876
2021-01-17,XRP,12752821363
2021-01-10,XRP,14981088875
2021-01-03,XRP,10066602633
2020-12-27,XRP,13418021943
2020-12-20,XRP,26296084999
2020-12-13,XRP,22932137900
2020-12-06,XRP,26383914795
2020-11-29,XRP,28482039222
2020-11-22,XRP,20875694424
2020-11-15,XRP,12168486549
2020-11-08,XRP,11317038199
2020-11-01,XRP,10856481131
2020-10-25,XRP,11583185134
2020-10-18,XRP,10900012047
2020-10-11,XRP,11480057650
2020-10-04,XRP,10514196299
2020-09-27,XRP,10890187789
2020-09-20,XRP,11350057026
2020-09-13,XRP,11065127814
2020-09-06,XRP,10673276821
2020-08-30,XRP,12327872181
2020-08-23,XRP,12828364997
2020-08-16,XRP,13435515077
2020-08-09,XRP,13179779924
2020-08-02,XRP,13102382209
2020-07-26,XRP,9607904717
2020-07-19,XRP,8938710463
2020-07-12,XRP,9013255811
2020-07-05,XRP,7927764847
2020-06-28,XRP,7834494706
2020-06-21,XRP,8365620576
2020-06-14,XRP,8528927629
2020-06-07,XRP,8959322858
2020-05-31,XRP,9100788487
2020-05-24,XRP,8714462345
2020-05-17,XRP,8852789501
2020-05-10,XRP,9545970574
2020-05-03,XRP,9833981774
2020-04-26,XRP,8571317097
2020-04-19,XRP,8564164035
2020-04-12,XRP,8293802412
2020-04-05,XRP,7901465589
2020-03-29,XRP,7760076486
2020-03-22,XRP,6893765822
2020-03-15,XRP,6450069989
2020-03-08,XRP,10388905930
2020-03-01,XRP,10085552216
2020-02-23,XRP,12031813177
2020-02-16,XRP,13351349273
2020-02-09,XRP,12120712412
2020-02-02,XRP,10498465190
2020-01-26,XRP,9638438751
2020-01-19,XRP,10570157519
2020-01-12,XRP,9174759875
2020-01-05,XRP,8353409154
2019-12-29,XRP,8368577081
2019-12-22,XRP,8349024844
2019-12-15,XRP,9362512936
2019-12-08,XRP,9816353906
2019-12-01,XRP,9800096980
2019-11-24,XRP,10124475242
2019-11-17,XRP,11356604231
2019-11-10,XRP,12110759165
2019-11-03,XRP,12769788945
2019-10-27,XRP,12690766220
2019-10-20,XRP,12585151584
2019-10-13,XRP,11740658553
2019-10-06,XRP,10912512009
2019-09-29,XRP,10428466353
2019-09-22,XRP,12446451549
2019-09-15,XRP,11242609462
2019-09-08,XRP,11151281780
2019-09-01,XRP,11079217477
2019-08-25,XRP,11544575165
2019-08-18,XRP,11401791012
2019-08-11,XRP,12805122338
2019-08-04,XRP,13542119344
2019-07-28,XRP,13245600604
2019-07-21,XRP,14269906274
2019-07-14,XRP,14165785463
2019-07-07,XRP,16671723145
2019-06-30,XRP,18219179342
2019-06-23,XRP,20263950769
2019-06-16,XRP,17417379240
2019-06-09,XRP,17401225505
2019-06-02,XRP,18119284756
2019-05-26,XRP,16260053210
2019-05-19,XRP,15749728254
2019-05-12,XRP,14025656335
2019-05-05,XRP,12758536340
2019-04-28,XRP,12447474265
2019-04-21,XRP,13746239989
2019-04-14,XRP,13590031722
2019-04-07,XRP,14751663677
2019-03-31,XRP,12976136066
2019-03-24,XRP,12977887329
2019-03-17,XRP,13193638994
2019-03-10,XRP,12988644467
2019-03-03,XRP,12971908194
2019-02-24,XRP,13704367044
2019-02-17,XRP,12370806149
2019-02-10,XRP,12778025493
2019-02-03,XRP,12690762920
2019-01-27,XRP,12873766719
2019-01-20,XRP,13440395811
2019-01-13,XRP,13421281193
2019-01-06,XRP,14315013505
2018-12-30,XRP,14868735707
2018-12-23,XRP,14597973729
2018-12-16,XRP,11614715522
2018-12-09,XRP,12452898107
2018-12-02,XRP,15037828751
2018-11-25,XRP,15211737209
2018-11-18,XRP,19927766078
2018-11-11,XRP,20364615756
2018-11-04,XRP,18374670192
2018-10-28,XRP,18386651634
2018-10-21,XRP,18562875454
2018-10-14,XRP,16883106435
2018-10-07,XRP,19516196479
2018-09-30,XRP,22791840106
2018-09-23,XRP,22828455870
2018-09-16,XRP,11216254781
2018-09-09,XRP,10886581607
2018-09-02,XRP,13793452839
2018-08-26,XRP,12964917156
2018-08-19,XRP,12848349081
2018-08-12,XRP,11816017012
2018-08-05,XRP,16900890852
2018-07-29,XRP,17870724655
2018-07-22,XRP,17855237719
2018-07-15,XRP,17213165669
2018-07-08,XRP,19008985861
2018-07-01,XRP,18257097121
2018-06-24,XRP,19317877390
2018-06-17,XRP,20950976729
2018-06-10,XRP,25676858304
2018-06-03,XRP,25158604851
2018-05-27,XRP,23997935465
2018-05-20,XRP,26415247692
2018-05-13,XRP,27347576325
2018-05-06,XRP,35424661159
2018-04-29,XRP,33705929006
2018-04-22,XRP,34123124890
2018-04-15,XRP,24684459006
2018-04-08,XRP,19076601974
2018-04-01,XRP,20016003614
2018-03-25,XRP,25121559520
2018-03-18,XRP,25343589826
2018-03-11,XRP,31382397372
2018-03-04,XRP,35375562566
2018-02-25,XRP,37113243048
2018-02-18,XRP,47217144942
2018-02-11,XRP,42367519229
2018-02-04,XRP,35886567119
2018-01-28,XRP,54880194055
2018-01-21,XRP,53509215791
2018-01-14,XRP,72272132220
2018-01-07,XRP,131653046805
2017-12-31,XRP,88326799817
2017-12-24,XRP,40009788798
2017-12-17,XRP,28253775468
2017-12-10,XRP,9250094267
2017-12-03,XRP,9731766035
2017-11-26,XRP,9621613608
2017-11-19,XRP,8911575846
2017-11-12,XRP,7567632776
2017-11-05,XRP,7798860541
2017-10-29,XRP,7805988876
2017-10-22,XRP,7997413561
2017-10-15,XRP,10230470368
2017-10-08,XRP,10801140148
2017-10-01,XRP,7797948780
2017-09-24,XRP,6732450102
2017-09-17,XRP,6844644183
2017-09-10,XRP,8163557312
2017-09-03,XRP,8774911527
2017-08-27,XRP,7796146619
2017-08-20,XRP,6116034500
2017-08-13,XRP,6460847746
2017-08-06,XRP,6913548067
2017-07-30,XRP,6351946457
2017-07-23,XRP,7457439229
2017-07-16,XRP,5540304317
2017-07-09,XRP,8973663311
2017-07-02,XRP,9948140839
2017-06-25,XRP,11414356369
2017-06-18,XRP,10883052378
2017-06-11,XRP,10448499739
2017-06-04,XRP,11508762710
2017-05-28,XRP,8859731808
2017-05-21,XRP,13053167026
2017-05-14,XRP,8475634263
2017-05-07,XRP,5233049574
2017-04-30,XRP,1950579950
2017-04-23,XRP,1177766562
2017-04-16,XRP,1254480643
2017-04-09,XRP,1310706362
2017-04-02,XRP,2046076848
2017-03-26,XRP,355681184
2017-03-19,XRP,258678460
2017-03-12,XRP,232805471
2017-03-05,XRP,233942309
2017-02-26,XRP,210607048
2017-02-19,XRP,217600108
2017-02-12,XRP,232602627
2017-02-05,XRP,237613941
2017-01-29,XRP,235808041
2017-01-22,XRP,247156079
2017-01-15,XRP,249714052
2017-01-08,XRP,226822907
2017-01-01,XRP,231686616
2016-12-25,XRP,232007176
2016-12-18,XRP,235349353
2016-12-11,XRP,242711653
2016-12-04,XRP,235036001
2016-11-27,XRP,261971059
2016-11-20,XRP,274152783
2016-11-13,XRP,295205399
2016-11-06,XRP,292148222
2016-10-30,XRP,279132182
2016-10-23,XRP,333482292
2016-10-16,XRP,285970209
2016-10-09,XRP,267274693
2016-10-02,XRP,289229280
2016-09-25,XRP,281505886
2016-09-18,XRP,243134330
2016-09-11,XRP,206395227
2016-09-04,XRP,209958453
2016-08-28,XRP,211989436
2016-08-21,XRP,215150545
2016-08-14,XRP,213099375
2016-08-07,XRP,219641045
2016-07-31,XRP,211736620
2016-07-24,XRP,223717048
2016-07-17,XRP,231482699
2016-07-10,XRP,235757633
2016-07-03,XRP,233778258
2016-06-26,XRP,226072911
