date,coin,marketCap
2016-06-19,XRP,239298357
2016-06-12,XRP,203772563
2016-06-05,XRP,202098866
2016-05-29,XRP,196798827
2016-05-22,XRP,206980481
2016-05-15,XRP,211234460
2016-05-08,XRP,223264155
2016-05-01,XRP,236967546
2016-04-24,XRP,252937401
2016-04-17,XRP,226646417
2016-04-10,XRP,204125112
2016-04-03,XRP,258505667
2016-03-27,XRP,276517719
2016-03-20,XRP,274279128
2016-03-13,XRP,292976690
2016-03-06,XRP,267919922
2016-02-28,XRP,268874466
2016-02-21,XRP,276067633
2016-02-14,XRP,291203967
2016-02-07,XRP,283199564
2016-01-31,XRP,217258739
2016-01-24,XRP,175132511
2016-01-17,XRP,171376318
2016-01-10,XRP,199547768
2016-01-03,XRP,201492939
2015-12-27,XRP,213130431
2015-12-20,XRP,209273625
2015-12-13,XRP,294693485
2015-12-06,XRP,179760678
2015-11-29,XRP,143976230
2015-11-22,XRP,141510711
2015-11-15,XRP,138095622
2015-11-08,XRP,154143228
2015-11-01,XRP,163062249
2015-10-25,XRP,152187012
2015-10-18,XRP,164952153
2015-10-11,XRP,164163114
2015-10-04,XRP,170238416
2015-09-27,XRP,212343185
2015-09-20,XRP,248047768
2015-09-13,XRP,277384656
2015-09-06,XRP,255692470
2015-08-30,XRP,261573282
2015-08-23,XRP,241162878
2015-08-16,XRP,265380759
2015-08-09,XRP,281080056
2015-08-02,XRP,262339143
2015-07-26,XRP,258740718
2015-07-19,XRP,257894136
2015-07-12,XRP,273613550
2015-07-05,XRP,319575483
2015-06-28,XRP,366762165
2015-06-21,XRP,328232521
2015-06-14,XRP,259745779
2015-06-07,XRP,251151818
2015-05-31,XRP,263140958
2015-05-24,XRP,217035578
2015-05-17,XRP,201740385
2015-05-10,XRP,235114166
2015-05-03,XRP,256463475
2015-04-26,XRP,246265824
2015-04-19,XRP,247698002
2015-04-12,XRP,274223911
2015-04-05,XRP,278105201
2015-03-29,XRP,282996944
2015-03-22,XRP,325371501
2015-03-15,XRP,345505797
2015-03-08,XRP,333795358
2015-03-01,XRP,391549837
2015-02-22,XRP,419023099
2015-02-15,XRP,437498151
2015-02-08,XRP,461142388
2015-02-01,XRP,438463676
2015-01-25,XRP,512253452
2015-01-18,XRP,484373184
2015-01-11,XRP,583472046
2015-01-04,XRP,584091608
2014-12-28,XRP,734583097
2014-12-21,XRP,700883357
2014-12-14,XRP,530541773
2014-12-07,XRP,455870643
2014-11-30,XRP,346674153
2014-11-23,XRP,265054717
2014-11-16,XRP,150222305
2014-11-09,XRP,143061960
2014-11-02,XRP,135350819
2014-10-26,XRP,131727162
2014-10-19,XRP,143380842
2014-10-12,XRP,140221013
2014-10-05,XRP,139090432
2014-09-28,XRP,152947295
2014-09-21,XRP,132306947
2014-09-14,XRP,149758477
2014-09-07,XRP,136539378
2014-08-31,XRP,141931379
2014-08-24,XRP,42517399
2014-08-17,XRP,42632935
2014-08-10,XRP,41048436
2014-08-03,XRP,43070323
2014-07-27,XRP,49713662
2014-07-20,XRP,42028977
2014-07-13,XRP,26729361
2014-07-06,XRP,21944813
2014-06-29,XRP,31490455
2014-06-22,XRP,32600596
2014-06-15,XRP,31699189
2014-06-08,XRP,31071578
2014-06-01,XRP,31988929
2014-05-25,XRP,28500195
2014-05-18,XRP,46938141
2014-05-11,XRP,44981558
2014-05-04,XRP,39279346
2014-04-27,XRP,37983608
2014-04-20,XRP,48577865
2014-04-13,XRP,46807035
2014-04-06,XRP,64471714
2014-03-30,XRP,77984623
2014-03-23,XRP,99666368
2014-03-16,XRP,112323532
2014-03-09,XRP,113559540
2014-03-02,XRP,106974531
2014-02-23,XRP,122188927
2014-02-16,XRP,126562254
2014-02-09,XRP,135455886
2014-02-02,XRP,163225030
2014-01-26,XRP,149936181
2014-01-19,XRP,166862694
2014-01-12,XRP,173546208
2014-01-05,XRP,194819468
2013-12-29,XRP,213132093
2013-12-22,XRP,172092081
2013-12-15,XRP,227192568
2013-12-08,XRP,269240307
2013-12-01,XRP,412246710
2013-11-24,XRP,77850468
2013-11-17,XRP,80733784
2013-11-10,XRP,68903675
2013-11-03,XRP,55918082
2013-10-27,XRP,51948627
2013-10-20,XRP,58871212
2013-10-13,XRP,69521601
2013-10-06,XRP,81112952
2013-09-29,XRP,110548871
2013-09-22,XRP,81312308
2013-09-15,XRP,50264341
2013-09-08,XRP,48020450
2013-09-01,XRP,45348764
2013-08-25,XRP,47687017
2013-08-18,XRP,48452466
2013-08-11,XRP,34180440
2013-08-04,XRP,45921034
2025-02-23,Tether,142498638056
2025-02-16,Tether,142018214891
2025-02-09,Tether,141672006082
2025-02-02,Tether,139369659735
2025-01-26,Tether,139306836020
2025-01-19,Tether,138145243970
2025-01-12,Tether,137395276171
2025-01-05,Tether,137305566064
2024-12-29,Tether,138807977384
2024-12-22,Tether,139878963808
2024-12-15,Tether,140087294967
2024-12-08,Tether,137612057919
2024-12-01,Tether,134096975604
2024-11-24,Tether,132159353228
2024-11-17,Tether,127465547033
2024-11-10,Tether,123117662749
2024-11-03,Tether,120582062353
2024-10-27,Tether,120156501578
2024-10-20,Tether,120177060290
2024-10-13,Tether,119707496291
2024-10-06,Tether,119652656653
2024-09-29,Tether,119646728684
2024-09-22,Tether,119131553251
2024-09-15,Tether,118621353591
2024-09-08,Tether,118192306889
2024-09-01,Tether,118230433724
2024-08-25,Tether,117976041920
2024-08-18,Tether,116866602271
2024-08-11,Tether,115682732676
2024-08-04,Tether,114467573236
2024-07-28,Tether,114323274523
2024-07-21,Tether,113925014705
2024-07-14,Tether,112432522893
2024-07-07,Tether,112196036454
2024-06-30,Tether,112627263201
2024-06-23,Tether,112879995149
2024-06-16,Tether,112478658243
2024-06-09,Tether,112446413982
2024-06-02,Tether,112022209735
2024-05-26,Tether,111889805136
2024-05-19,Tether,111359640225
2024-05-12,Tether,110785721838
2024-05-05,Tether,110788373070
2024-04-28,Tether,110489863655
2024-04-21,Tether,109776804505
2024-04-14,Tether,107379449340
2024-04-07,Tether,106793326058
2024-03-31,Tether,104538350179
2024-03-24,Tether,103995094518
2024-03-17,Tether,102917484336
2024-03-10,Tether,101814936997
2024-03-03,Tether,99236691117
2024-02-25,Tether,97845940205
2024-02-18,Tether,97716632679
2024-02-11,Tether,96349651424
2024-02-04,Tether,96211660645
2024-01-28,Tether,96043727985
2024-01-21,Tether,94983399557
2024-01-14,Tether,94996286994
2024-01-07,Tether,93445427842
2023-12-31,Tether,91696771363
2023-12-24,Tether,91288621400
2023-12-17,Tether,90854983802
2023-12-10,Tether,90697180085
2023-12-03,Tether,89567299872
2023-11-26,Tether,88779808675
2023-11-19,Tether,87745529028
2023-11-12,Tether,86670329266
2023-11-05,Tether,85448432839
2023-10-29,Tether,84563580454
2023-10-22,Tether,84189037782
2023-10-15,Tether,83532889783
2023-10-08,Tether,83525460691
2023-10-01,Tether,83258001885
2023-09-24,Tether,83210015224
2023-09-17,Tether,83054852766
2023-09-10,Tether,82979370480
2023-09-03,Tether,82890642638
2023-08-27,Tether,82787056267
2023-08-20,Tether,82827386556
2023-08-13,Tether,83355420570
2023-08-06,Tether,83816979241
2023-07-30,Tether,83822465177
2023-07-23,Tether,83804674506
2023-07-16,Tether,83663934660
2023-07-09,Tether,83400094970
2023-07-02,Tether,83335613302
2023-06-25,Tether,83310443944
2023-06-18,Tether,83510630761
2023-06-11,Tether,83392178490
2023-06-04,Tether,83181185645
2023-05-28,Tether,83115259982
2023-05-21,Tether,82935921775
2023-05-14,Tether,83088864855
2023-05-07,Tether,82239351555
2023-04-30,Tether,81811659038
2023-04-23,Tether,81601259476
2023-04-16,Tether,80993005659
2023-04-09,Tether,80306857722
2023-04-02,Tether,79772056639
2023-03-26,Tether,79623139462
2023-03-19,Tether,76220833431
2023-03-12,Tether,72265947202
2023-03-05,Tether,71520391290
2023-02-26,Tether,70832978697
2023-02-19,Tether,70285569098
2023-02-12,Tether,68457150721
2023-02-05,Tether,67944713474
2023-01-29,Tether,67569736304
2023-01-22,Tether,66376505552
2023-01-15,Tether,66305842237
2023-01-08,Tether,66272451612
2023-01-01,Tether,66226451754
2022-12-25,Tether,66280331785
2022-12-18,Tether,66069871457
2022-12-11,Tether,65729244225
2022-12-04,Tether,65769558099
2022-11-27,Tether,65338517247
2022-11-20,Tether,65965182393
2022-11-13,Tether,67396572037
2022-11-06,Tether,69350525154
2022-10-30,Tether,69095205493
2022-10-23,Tether,68458383192
2022-10-16,Tether,68389617990
2022-10-09,Tether,68384660011
2022-10-02,Tether,67985211418
2022-09-25,Tether,67976902022
2022-09-18,Tether,67929683639
2022-09-11,Tether,67616934269
2022-09-04,Tether,67621840541
2022-08-28,Tether,67491483346
2022-08-21,Tether,67636574571
2022-08-14,Tether,67336058431
2022-08-07,Tether,65935699281
2022-07-31,Tether,65998757244
2022-07-24,Tether,65941857079
2022-07-17,Tether,65849217963
2022-07-10,Tether,66001881637
2022-07-03,Tether,66302512371
2022-06-26,Tether,66939386055
2022-06-19,Tether,68151264125
2022-06-12,Tether,72576221407
2022-06-05,Tether,72563385811
2022-05-29,Tether,72569743809
2022-05-22,Tether,73335816773
2022-05-15,Tether,75987316851
2022-05-08,Tether,83355823233
2022-05-01,Tether,83424696945
2022-04-24,Tether,83198500617
2022-04-17,Tether,82797938661
2022-04-10,Tether,82608650899
2022-04-03,Tether,82272678352
2022-03-27,Tether,81304845677
2022-03-20,Tether,80740243739
2022-03-13,Tether,80116438308
2022-03-06,Tether,79862020238
2022-02-27,Tether,79679402405
2022-02-20,Tether,79138436958
2022-02-13,Tether,78531121017
2022-02-06,Tether,78062854578
2022-01-30,Tether,78366901631
2022-01-23,Tether,78448336905
2022-01-16,Tether,78324639023
2022-01-09,Tether,78296609765
2022-01-02,Tether,78778422990
2021-12-26,Tether,78082501156
2021-12-19,Tether,77309517760
2021-12-12,Tether,77193390368
2021-12-05,Tether,75212215911
2021-11-28,Tether,73949327614
2021-11-21,Tether,74321124405
2021-11-14,Tether,75044087945
2021-11-07,Tether,72974381348
2021-10-31,Tether,71422333863
2021-10-24,Tether,70792324588
2021-10-17,Tether,70147619753
2021-10-10,Tether,69272618744
2021-10-03,Tether,69069226755
2021-09-26,Tether,69690920737
2021-09-19,Tether,69503703943
2021-09-12,Tether,69259977035
2021-09-05,Tether,66972242474
2021-08-29,Tether,65898684245
2021-08-22,Tether,65031061328
2021-08-15,Tether,63506317811
2021-08-08,Tether,62320920591
2021-08-01,Tether,61982505061
2021-07-25,Tether,62150298514
2021-07-18,Tether,62276606129
2021-07-11,Tether,62625649754
2021-07-04,Tether,62773752278
2021-06-27,Tether,63630251952
2021-06-20,Tether,63022640616
2021-06-13,Tether,63041668654
2021-06-06,Tether,62319635038
2021-05-30,Tether,61416977214
2021-05-23,Tether,59767412544
2021-05-16,Tether,58377161527
2021-05-09,Tether,55472173386
2021-05-02,Tether,51679435030
2021-04-25,Tether,49501156853
2021-04-18,Tether,47980429555
2021-04-11,Tether,44559427154
2021-04-04,Tether,42448788686
2021-03-28,Tether,40515567103
2021-03-21,Tether,39691193064
2021-03-14,Tether,38311238719
2021-03-07,Tether,36505130744
2021-02-28,Tether,35019017696
2021-02-21,Tether,34371952648
2021-02-14,Tether,31539493807
2021-02-07,Tether,28318232689
2021-01-31,Tether,26260606338
2021-01-24,Tether,24747246254
2021-01-17,Tether,24315907744
2021-01-10,Tether,23789558137
2021-01-03,Tether,21202977967
2020-12-27,Tether,20763290845
2020-12-20,Tether,20082054875
2020-12-13,Tether,19799083141
2020-12-06,Tether,19673710812
2020-11-29,Tether,19028717336
2020-11-22,Tether,18341344302
2020-11-15,Tether,17860345299
2020-11-08,Tether,17169790620
2020-11-01,Tether,16623463029
2020-10-25,Tether,16243349992
2020-10-18,Tether,15818540295
2020-10-11,Tether,15705291453
2020-10-04,Tether,15593659414
2020-09-27,Tether,15280949125
2020-09-20,Tether,15212009141
2020-09-13,Tether,14699656954
2020-09-06,Tether,14146895239
2020-08-30,Tether,13302097288
2020-08-23,Tether,12812234222
2020-08-16,Tether,12215059078
2020-08-09,Tether,11578515769
2020-08-02,Tether,10941249519
2020-07-26,Tether,10213180914
2020-07-19,Tether,9884364193
2020-07-12,Tether,9824421803
2020-07-05,Tether,9704261208
2020-06-28,Tether,9638700261
2020-06-21,Tether,9627169919
2020-06-14,Tether,9481923030
2020-06-07,Tether,9281349701
2020-05-31,Tether,9107846025
2020-05-24,Tether,8912893844
2020-05-17,Tether,8887329333
2020-05-10,Tether,8313422574
2020-05-03,Tether,7801751804
2020-04-26,Tether,7125314350
2020-04-19,Tether,6348280713
2020-04-12,Tether,6358136926
2020-04-05,Tether,6341175558
2020-03-29,Tether,4291651285
2020-03-22,Tether,4274759423
2020-03-15,Tether,4271079465
2020-03-08,Tether,4288082507
2020-03-01,Tether,4281707678
2020-02-23,Tether,4285130709
2020-02-16,Tether,4282126676
2020-02-09,Tether,4283445364
2020-02-02,Tether,4279297792
2020-01-26,Tether,4283647991
2020-01-19,Tether,4277817642
2020-01-12,Tether,4273319340
2020-01-05,Tether,4287220841
2019-12-29,Tether,4285608436
2019-12-22,Tether,4291227632
2019-12-15,Tether,4287222688
2019-12-08,Tether,4285244211
2019-12-01,Tether,4286494287
2019-11-24,Tether,4292479948
2019-11-17,Tether,4294415723
2019-11-10,Tether,4287864817
2019-11-03,Tether,4297274004
2019-10-27,Tether,4286032327
2019-10-20,Tether,4292394553
2019-10-13,Tether,3562687765
2019-10-06,Tether,3566839636
2019-09-29,Tether,3570432019
2019-09-22,Tether,3560308643
2019-09-15,Tether,3565778733
2019-09-08,Tether,3561514297
2019-09-01,Tether,3564804964
2019-08-25,Tether,3560666049
2019-08-18,Tether,3564813560
2019-08-11,Tether,3554876089
2019-08-04,Tether,3558251575
2019-07-28,Tether,3561196236
2019-07-21,Tether,3558610544
2019-07-14,Tether,3571889150
2019-07-07,Tether,3579481363
2019-06-30,Tether,3561919866
2019-06-23,Tether,3562869654
2019-06-16,Tether,2064294986
2019-06-09,Tether,2068443263
2019-06-02,Tether,2062694257
2019-05-26,Tether,2060613019
2019-05-19,Tether,2065505730
2019-05-12,Tether,2066120589
2019-05-05,Tether,2049693753
2019-04-28,Tether,2042468591
2019-04-21,Tether,2063756310
2019-04-14,Tether,2064081210
2019-04-07,Tether,2052047755
2019-03-31,Tether,2059187276
2019-03-24,Tether,2058923030
2019-03-17,Tether,2057611141
2019-03-10,Tether,2059613268
2019-03-03,Tether,2055397326
2019-02-24,Tether,2057579429
2019-02-17,Tether,2057497033
2019-02-10,Tether,2059394220
2019-02-03,Tether,2054232208
2019-01-27,Tether,2056611611
2019-01-20,Tether,2063763959
2019-01-13,Tether,2065187829
2019-01-06,Tether,2068439245
2018-12-30,Tether,2048421032
2018-12-23,Tether,2086824772
2018-12-16,Tether,2055986706
2018-12-09,Tether,2052773624
2018-12-02,Tether,2050841698
2018-11-25,Tether,2025847078
2018-11-18,Tether,2042210996
2018-11-11,Tether,2049517477
2018-11-04,Tether,2058355653
2018-10-28,Tether,2045854212
2018-10-21,Tether,2769255516
2018-10-14,Tether,2780610027
2018-10-07,Tether,2788311599
2018-09-30,Tether,2786984880
2018-09-23,Tether,2798948786
2018-09-16,Tether,2789163924
2018-09-09,Tether,2811569544
2018-09-02,Tether,2815472563
2018-08-26,Tether,2722535740
2018-08-19,Tether,2439015130
2018-08-12,Tether,2407658622
2018-08-05,Tether,2427717170
2018-07-29,Tether,2504617064
2018-07-22,Tether,3242165235
2018-07-15,Tether,3072821184
2018-07-08,Tether,2639086853
2018-07-01,Tether,2709184202
2018-06-24,Tether,2620800944
2018-06-17,Tether,2611483998
2018-06-10,Tether,2515854692
2018-06-03,Tether,2506853306
2018-05-27,Tether,2506571114
2018-05-20,Tether,2510373976
2018-05-13,Tether,2220564971
2018-05-06,Tether,2249478541
2018-04-29,Tether,2414871788
2018-04-22,Tether,2287115549
2018-04-15,Tether,2284424248
2018-04-08,Tether,2288192899
2018-04-01,Tether,2288718941
2018-03-25,Tether,2288398741
2018-03-18,Tether,2221065153
2018-03-11,Tether,2222705837
2018-03-04,Tether,2219867897
2018-02-25,Tether,2230332802
2018-02-18,Tether,2230953601
2018-02-11,Tether,2229312917
2018-02-04,Tether,2215748450
2018-01-28,Tether,2252858690
2018-01-21,Tether,1622945095
2018-01-14,Tether,1493076726
2018-01-07,Tether,1470042396
2017-12-31,Tether,1384972066
2017-12-24,Tether,1253658060
2017-12-17,Tether,1130923693
2017-12-10,Tether,827578877
2017-12-03,Tether,808849966
2017-11-26,Tether,684545633
2017-11-19,Tether,675398809
2017-11-12,Tether,598321089
2017-11-05,Tether,493654560
2017-10-29,Tether,452055790
2017-10-22,Tether,437703647
2017-10-15,Tether,436749615
2017-10-08,Tether,436335618
2017-10-01,Tether,436468042
2017-09-24,Tether,444423730
2017-09-17,Tether,444591878
2017-09-10,Tether,407734760
2017-09-03,Tether,363998283
2017-08-27,Tether,319501268
2017-08-20,Tether,318439615
2017-08-13,Tether,318926739
2017-08-06,Tether,319501202
2017-07-30,Tether,319434118
2017-07-23,Tether,317542450
2017-07-16,Tether,294481328
2017-07-09,Tether,222181167
2017-07-02,Tether,222180397
2017-06-25,Tether,146140763
2017-06-18,Tether,127493815
2017-06-11,Tether,128768753
2017-06-04,Tether,106043627
2017-05-28,Tether,109193438
2017-05-21,Tether,62394264
2017-05-14,Tether,61257615
2017-05-07,Tether,60471622
2017-04-30,Tether,59030848
2017-04-23,Tether,50428865
2017-04-16,Tether,50720685
2017-04-09,Tether,54933394
2017-04-02,Tether,54950868
2017-03-26,Tether,44950853
2017-03-19,Tether,44950863
2017-03-12,Tether,34950378
2017-03-05,Tether,24950994
2017-02-26,Tether,24950986
2017-02-19,Tether,24948651
2017-02-12,Tether,24950971
2017-02-05,Tether,24951566
2017-01-29,Tether,14951591
2017-01-22,Tether,14951591
2017-01-15,Tether,14951571
2017-01-08,Tether,14951591
2017-01-01,Tether,9951590
2016-12-25,Tether,6951590
2016-12-18,Tether,6951590
2016-12-11,Tether,6951590
2016-12-04,Tether,6951590
2016-11-27,Tether,6951590
2016-11-20,Tether,6951590
2016-11-13,Tether,6951590
2016-11-06,Tether,6951589
2016-10-30,Tether,6951590
2016-10-23,Tether,6951590
2016-10-16,Tether,6951591
2016-10-09,Tether,6951591
2016-10-02,Tether,6951577
2016-09-25,Tether,6951591
2016-09-18,Tether,6951056
2016-09-11,Tether,6951591
2016-09-04,Tether,6951591
2016-08-28,Tether,6951591
2016-08-21,Tether,6951591
2016-08-14,Tether,6951584
2016-08-07,Tether,6948511
2016-07-31,Tether,6951396
2016-07-24,Tether,6951591
2016-07-17,Tether,6951591
2016-07-10,Tether,5951585
2016-07-03,Tether,5951591
2016-06-26,Tether,5951591
2016-06-19,Tether,5951585
2016-06-12,Tether,2951591
2016-06-05,Tether,2951591
2016-05-29,Tether,1951591
2016-05-22,Tether,1951591
2016-05-15,Tether,1951591
2016-05-08,Tether,1951591
2016-05-01,Tether,1951591
2016-04-24,Tether,1451591
2016-04-17,Tether,1451591
2016-04-10,Tether,1451591
2016-04-03,Tether,1451591
2016-03-27,Tether,1451591
2016-03-20,Tether,1451588
2016-03-13,Tether,1451488
2016-03-06,Tether,1451597
2016-02-28,Tether,1451600
2016-02-21,Tether,1451600
2016-02-14,Tether,1451600
2016-02-07,Tether,1451600
2016-01-31,Tether,1451600
2016-01-24,Tether,1451600
2016-01-17,Tether,1451600
2016-01-10,Tether,1451600
2016-01-03,Tether,951600
2015-12-27,Tether,951600
2015-12-20,Tether,951600
2015-12-13,Tether,951600
2015-12-06,Tether,951600
2015-11-29,Tether,451600
2015-11-22,Tether,451600
2015-11-15,Tether,451600
2015-11-08,Tether,451600
2015-11-01,Tether,451600
2015-10-25,Tether,451600
2015-10-18,Tether,451600
2015-10-11,Tether,451600
2015-10-04,Tether,451600
2015-09-27,Tether,451600
2015-09-20,Tether,451600
2015-09-13,Tether,451600
2015-09-06,Tether,451600
2015-08-30,Tether,451600
2015-08-23,Tether,451600
2015-08-16,Tether,451600
2015-08-09,Tether,451600
2015-08-02,Tether,451600
2015-07-26,Tether,451600
2015-07-19,Tether,451600
2015-07-12,Tether,451600
2015-07-05,Tether,451600
2015-06-28,Tether,451600
2015-06-21,Tether,451600
2015-06-14,Tether,451600
2015-06-07,Tether,451600
2015-05-31,Tether,451600
2015-05-24,Tether,451600
2015-05-17,Tether,251600
2015-05-10,Tether,251600
2015-05-03,Tether,251600
2015-04-26,Tether,251600
2015-04-19,Tether,251600
2015-04-12,Tether,251600
2015-04-05,Tether,251600
2015-03-29,Tether,251600
2015-03-22,Tether,251600
2015-03-15,Tether,251600
2015-03-08,Tether,251600
2015-03-01,Tether,304476
2025-02-23,Solana,84180442889
2025-02-16,Solana,94916725048
2025-02-09,Solana,97430610891
2025-02-02,Solana,104469275144
2025-01-26,Solana,125148284071
2025-01-19,Solana,127785165817
2025-01-12,Solana,91151211517
2025-01-05,Solana,104689355900
2024-12-29,Solana,93472385728
2024-12-22,Solana,86608023116
2024-12-15,Solana,105315505830
2024-12-08,Solana,113839345706
2024-12-01,Solana,113136826189
2024-11-24,Solana,120859540110
2024-11-17,Solana,101970934387
2024-11-10,Solana,94841594020
2024-11-03,Solana,78131615350
2024-10-27,Solana,80185439055
2024-10-20,Solana,74964939766
2024-10-13,Solana,68817502223
2024-10-06,Solana,66856779428
2024-09-29,Solana,73518555010
2024-09-22,Solana,70140329690
2024-09-15,Solana,64231025021
2024-09-08,Solana,59680948984
2024-09-01,Solana,63101327573
2024-08-25,Solana,74722638008
2024-08-18,Solana,66056074284
2024-08-11,Solana,71780208859
2024-08-04,Solana,66539693653
2024-07-28,Solana,85827248193
2024-07-21,Solana,80854762308
2024-07-14,Solana,65828079253
2024-07-07,Solana,66217813183
2024-06-30,Solana,64693099935
2024-06-23,Solana,61606686234
2024-06-16,Solana,67039970053
2024-06-09,Solana,72835917814
2024-06-02,Solana,76177678590
2024-05-26,Solana,75661703606
2024-05-19,Solana,77423323444
2024-05-12,Solana,65186852360
2024-05-05,Solana,65431940755
2024-04-28,Solana,63319042460
2024-04-21,Solana,67222429957
2024-04-14,Solana,62699848804
2024-04-07,Solana,79571266963
2024-03-31,Solana,86396723743
2024-03-24,Solana,77052625364
2024-03-17,Solana,80284415527
2024-03-10,Solana,64204155812
2024-03-03,Solana,57526283521
2024-02-25,Solana,45956101627
2024-02-18,Solana,48116477500
2024-02-11,Solana,47626799919
2024-02-04,Solana,42611107982
2024-01-28,Solana,40773572380
2024-01-21,Solana,40089978741
2024-01-14,Solana,41338579661
2024-01-07,Solana,40341046149
2023-12-31,Solana,43785435165
2023-12-24,Solana,46067150224
2023-12-17,Solana,31406371760
2023-12-10,Solana,30868914480
2023-12-03,Solana,26881444685
2023-11-26,Solana,24902981175
2023-11-19,Solana,24711969044
2023-11-12,Solana,23802514066
2023-11-05,Solana,17774131285
2023-10-29,Solana,13270979229
2023-10-22,Solana,12239407592
2023-10-15,Solana,9161744653
2023-10-08,Solana,9647364228
2023-10-01,Solana,8834603607
2023-09-24,Solana,8029339260
2023-09-17,Solana,7864717943
2023-09-10,Solana,7988672928
2023-09-03,Solana,7955183284
2023-08-27,Solana,8261560411
2023-08-20,Solana,8915137095
2023-08-13,Solana,10095650764
2023-08-06,Solana,9155491619
2023-07-30,Solana,10178962394
2023-07-23,Solana,9872947825
2023-07-16,Solana,11015911503
2023-07-09,Solana,8804631486
2023-07-02,Solana,7437496982
2023-06-25,Solana,6642182123
2023-06-18,Solana,6246219927
2023-06-11,Solana,6262620812
2023-06-04,Solana,8395562286
2023-05-28,Solana,8089935112
2023-05-21,Solana,8022997472
2023-05-14,Solana,8297710532
2023-05-07,Solana,8661587001
2023-04-30,Solana,9092156212
2023-04-23,Solana,8584446324
2023-04-16,Solana,9451805831
2023-04-09,Solana,7779827679
2023-04-02,Solana,8133720020
2023-03-26,Solana,7901578024
2023-03-19,Solana,8167246753
2023-03-12,Solana,6928931921
2023-03-05,Solana,7946564768
2023-02-26,Solana,8461125692
2023-02-19,Solana,8864240991
2023-02-12,Solana,7825374947
2023-02-05,Solana,9084646377
2023-01-29,Solana,8888774938
2023-01-22,Solana,9143727539
2023-01-15,Solana,9066218090
2023-01-08,Solana,4837378851
2023-01-01,Solana,3663707630
2022-12-25,Solana,4207271980
2022-12-18,Solana,4589791879
2022-12-11,Solana,4967608679
2022-12-04,Solana,4863696934
2022-11-27,Solana,5142450539
2022-11-20,Solana,4683383043
2022-11-13,Solana,5331217055
2022-11-06,Solana,13202283372
2022-10-30,Solana,11775325292
2022-10-23,Solana,10044295676
2022-10-16,Solana,10723795928
2022-10-09,Solana,11634868896
2022-10-02,Solana,11538414123
2022-09-25,Solana,11877506512
2022-09-18,Solana,11970489830
2022-09-11,Solana,12419481831
2022-09-04,Solana,10881773798
2022-08-28,Solana,11052608205
2022-08-21,Solana,12256688441
2022-08-14,Solana,16242663928
2022-08-07,Solana,13910405478
2022-07-31,Solana,15135249028
2022-07-24,Solana,13860175821
2022-07-17,Solana,13666217564
2022-07-10,Solana,13134459004
2022-07-03,Solana,11471587893
2022-06-26,Solana,14506227736
2022-06-19,Solana,10801954807
2022-06-12,Solana,11572660692
2022-06-05,Solana,13170913880
2022-05-29,Solana,15147901019
2022-05-22,Solana,17117178968
2022-05-15,Solana,17710082184
2022-05-08,Solana,26603063058
2022-05-01,Solana,28318851859
2022-04-24,Solana,33668501951
2022-04-17,Solana,34194983211
2022-04-10,Solana,37007525657
2022-04-03,Solana,43260457424
2022-03-27,Solana,33176556213
2022-03-20,Solana,29598406487
2022-03-13,Solana,26366084285
2022-03-06,Solana,28439402259
2022-02-27,Solana,28767659414
2022-02-20,Solana,29209068299
2022-02-13,Solana,30347618773
2022-02-06,Solana,36087037718
2022-01-30,Solana,30216232719
2022-01-23,Solana,29665575896
2022-01-16,Solana,46337099651
2022-01-09,Solana,44680435604
2022-01-02,Solana,55089640249
2021-12-26,Solana,59797071722
2021-12-19,Solana,56393839315
2021-12-12,Solana,52819332275
2021-12-05,Solana,61293686195
2021-11-28,Solana,58410646819
2021-11-21,Solana,66281609248
2021-11-14,Solana,72948327032
2021-11-07,Solana,77427308372
2021-10-31,Solana,58207049318
2021-10-24,Solana,59635176949
2021-10-17,Solana,47599650302
2021-10-10,Solana,47177850270
2021-10-03,Solana,50355827428
2021-09-26,Solana,40572796553
2021-09-19,Solana,50565779823
2021-09-12,Solana,52220905555
2021-09-05,Solana,40720531106
2021-08-29,Solana,28329094352
2021-08-22,Solana,21281170312
2021-08-15,Solana,12632010979
2021-08-08,Solana,10716940359
2021-08-01,Solana,9870964497
2021-07-25,Solana,7794117621
2021-07-18,Solana,7314497719
2021-07-11,Solana,8716478998
2021-07-04,Solana,9395489549
2021-06-27,Solana,7914659494
2021-06-20,Solana,9621683963
2021-06-13,Solana,10095207880
2021-06-06,Solana,10611364493
2021-05-30,Solana,7555682950
2021-05-23,Solana,8668570148
2021-05-16,Solana,11799908299
2021-05-09,Solana,12483159692
2021-05-02,Solana,13505629297
2021-04-25,Solana,11122055713
2021-04-18,Solana,6763365116
2021-04-11,Solana,7243681262
2021-04-04,Solana,6076766594
2021-03-28,Solana,4447942286
2021-03-21,Solana,3827195162
2021-03-14,Solana,4102822643
2021-03-07,Solana,3455484976
2021-02-28,Solana,3502097092
2021-02-21,Solana,2615417098
2021-02-14,Solana,2299907028
2021-02-07,Solana,1614662624
2021-01-31,Solana,1099976702
2021-01-24,Solana,910358037
2021-01-17,Solana,904006570
2021-01-10,Solana,895647362
2021-01-03,Solana,84086466
2020-12-27,Solana,61824851
2020-12-20,Solana,77655684
2020-12-13,Solana,68998006
2020-12-06,Solana,91469354
2020-11-29,Solana,86876341
2020-11-22,Solana,109103140
